count,spanish,pos,flags,usage
2401,yacimiento,n,,1444:yacimientos|957:yacimiento
2400,peterson,none,NOUSAGE,2400:peterson
2399,absorción,n,,2356:absorción|43:absorciones
2399,center,n,,2357:center|42:centers
2399,inevitablemente,adv,,2399:inevitablemente
2398,delirar,v,,1227:delirando|332:delira|274:delirar|198:deliraba|133:deliras|77:deliro|43:deliran|21:delirabas|18:deliró|15:delire|14:delires|12:deliraban|12:delirado|10:deliramos|7:deliré|5:deliraron
2397,caverna,n,,1345:caverna|1052:cavernas
2396,donnie,none,NOUSAGE,2396:donnie
2396,hurgar,v,,753:hurgar|654:hurgando|165:hurga|111:hurgaba|89:hurgó|76:hurgado|55:hurgan|35:hurgué|34:hurgamos|34:hurgues|33:hurgas|33:hurgue|32:hurgo|29:hurgarse|25:hurgaste|24:hurgaron|24:hurgarte|23:hurgaban|18:hurgándose|17:hurgara|16:hurgarme|15:hurguen|11:hurgaré|10:hurgarán|9:hurgándome|8:hurgaría|7:hurguemos|7:hurgándole|6:hurgaran|6:hurgarla|6:hurgarle|6:hurgándote|5:hurgada|4:hurgabas|4:hurgarlo|4:hurgará|4:hurgándolo|4:húrgame
2396,perjudicial,adj,,1658:perjudicial|738:perjudiciales
2396,reforzado,adj,,1174:reforzado|716:reforzada|253:reforzadas|253:reforzados
2395,debut,n,,2364:debut|31:debuts
2395,intestinal,adj,,1652:intestinal|743:intestinales
2395,travesía,n,,2155:travesía|240:travesías
2394,Cairo,prop,,2394:cairo
2393,resultante,adj,,1768:resultante|625:resultantes
2392,disponibilidad,n,,2098:disponibilidad|294:disponibilidades
2392,olfato,n,,2382:olfato|10:olfatos
2390,ambiguo,adj,,961:ambiguo|897:ambigua|300:ambiguas|232:ambiguos
2390,enfermizo,adj,,1376:enfermizo|725:enfermiza|173:enfermizos|116:enfermizas
2390,genérico,adj,,1003:genérico|752:genérica|402:genéricos|233:genéricas
2390,paradigma,n,,1912:paradigma|478:paradigmas
2389,gideon,none,NOUSAGE,2389:gideon
2388,hipotético,adj,,1112:hipotético|845:hipotética|226:hipotéticos|205:hipotéticas
2386,liberado,adj,,1883:liberada|503:liberadas
2385,Pascual,prop,,2385:pascual
2385,astrónomo,n,,1263:astrónomos|1052:astrónomo|70:astrónoma
2385,atmosférico,adj,,1161:atmosférica|477:atmosférico|391:atmosféricas|356:atmosféricos
2384,brújula,n,,2240:brújula|144:brújulas
2384,detallar,v,,570:detalla|508:detalló|297:detallar|288:detallan|263:detallando|79:detallaba|52:detallamos|40:detallaban|31:detallaron|29:detallaremos|27:detallo|25:detallaré|22:detallará|20:detallarán|16:detallé|13:detallen|12:detallarlo|12:detallarse|10:detallara|10:detallarle|7:detallaran|7:detallarla|7:detallarlas|6:detallarlos|6:detallaría|6:detallas|5:detallarles|4:detallarte|4:detallemos|4:detallándose|4:detállalo
2384,fracturar,v,,599:fracturado|450:fracturó|437:fracturada|184:fracturadas|134:fracturados|127:fracturé|91:fracturar|52:fracturaron|52:fracturaste|44:fracturarse|37:fracturando|35:fracture|26:fracturan|26:fracturo|15:fracturándose|12:fracturará|10:fracturarle|10:fracturaría|9:fracturara|9:fracturarte|7:fracturen|5:fracturaba|5:fracturarme|4:fractures|4:fracturándole
2384,socialmente,adv,,2384:socialmente
2383,bon,none,NOUSAGE,2383:bon
2381,conflictivo,adj,,776:conflictiva|664:conflictivo|506:conflictivos|435:conflictivas
2381,matutino,adj,,1120:matutino|648:matutina|342:matutinas|271:matutinos
2380,enteramente,adv,,2380:enteramente
2380,idóneo,adj,,1174:idóneo|606:idónea|346:idóneos|254:idóneas
2380,implorar,v,,720:imploro|297:implorar|254:implorando|222:implora|165:imploró|106:imploramos|79:imploraba|77:imploré|72:imploran|48:implore|41:implorarle|32:implorado|31:imploraban|25:imploras|22:implorándole|20:imploraron|17:implorará|16:implorarte|16:imploraré|16:implores|13:imploraste|12:implorarás|9:implorara|9:imploren|8:implorándote|7:imploraremos|7:implorarles|7:implorándome|6:implorarme|6:imploraría|6:imploremos|5:implorarán|5:implórame|4:imploraras
2380,shelby,none,NOUSAGE,2380:shelby
2380,strike,n,,1937:strike|443:strikes
2379,uy,interj,,2379:uy
2378,rebasar,v,,438:rebasa|391:rebasar|295:rebasado|215:rebasó|190:rebasan|108:rebasaba|89:rebasando|74:rebase|73:rebasada|64:rebasaron|56:rebasaban|45:rebasados|42:rebasen|33:rebasadas|33:rebasará|25:rebasaría|21:rebasamos|21:rebasarlo|17:rebasara|11:rebasarla|11:rebasarlas|11:rebasarán|11:rebasas|11:rebasé|8:rebasarnos|8:rebasarse|8:rebasase|8:rebaso|7:rebasarlos|7:rebasarme|7:rebasarte|6:rebasarle|5:rebasaremos|5:rebasaste|4:rebasaran|4:rebasarían|4:rebases|4:rebasándola|4:rebásalo|4:rebásame
2378,tentador,adj,,1529:tentador|598:tentadora|143:tentadoras|108:tentadores
2377,exento,adj,,853:exento|737:exenta|499:exentos|288:exentas
2377,temible,adj,,1796:temible|581:temibles
2377,veronica,none,NOUSAGE,2377:veronica
2376,comercialización,n,,2376:comercialización
2376,pitido,n,,1926:pitido|450:pitidos
2375,dolly,none,NOUSAGE,2375:dolly
2374,desastroso,adj,,1118:desastroso|713:desastrosa|299:desastrosas|244:desastrosos
2374,instruir,v,,504:instruye|382:instruir|372:instruyó|131:instruyendo|98:instruya|82:instruyen|67:instruyeron|64:instruía|63:instruirse|60:instruirá|49:instruirme|38:instruí|35:instruirlos|34:instruirte|34:instruyo|32:instruiré|29:instruyan|26:instruirlo|26:instruyera|19:instruirle|18:instruirla|18:instruirnos|16:instrúyeme|15:instruimos|14:instruirles|14:instruirán|14:instruyéndose|13:instruyéndome|12:instruían|11:instruiremos|11:instruyes|9:instruiste|8:instruiros|7:instruyéndola|7:instruyéndolo|7:instruyéndote|6:instruyas|6:instrúyelo|5:instruyeran|5:instruyéndoles|5:instrúyanos|4:instruirás|4:instrúyalos
2373,mordida,n,,1772:mordida|601:mordidas
2372,camionero,n,,1276:camionero|1010:camioneros|75:camionera|11:camioneras
2372,cavidad,n,,1750:cavidad|622:cavidades
2372,peyton,none,NOUSAGE,2372:peyton
2372,tópico,n,,1260:tópico|1112:tópicos
2371,janice,none,NOUSAGE,2371:janice
2370,engreído,adj,,1483:engreído|564:engreída|262:engreídos|61:engreídas
2369,chequeo,n,,1957:chequeo|412:chequeos
2369,pre,n,,2369:pre
2368,alf,none,NOUSAGE,2368:alf
2368,asignatura,n,,1231:asignatura|1137:asignaturas
2368,implícito,adj,,980:implícito|937:implícita|232:implícitos|219:implícitas
2367,valley,none,NOUSAGE,2367:valley
2366,penitenciario,adj,,1047:penitenciario|683:penitenciaria|338:penitenciarios|298:penitenciarias
2365,recomendable,adj,,1996:recomendable|369:recomendables
2364,vengador,n,,1307:vengadores|923:vengador|119:vengadora|15:vengadoras
2363,eun,none,NOUSAGE,2363:eun
2363,ncis,none,NOUSAGE,2363:ncis
2363,quehacer,n,,1545:quehacer|818:quehaceres
2363,táctico,adj,,1788:táctico|575:tácticos
2362,cognitivo,adj,,759:cognitiva|674:cognitivo|493:cognitivas|436:cognitivos
2361,Berta,prop,,2361:berta
2361,apreciación,n,,1788:apreciación|573:apreciaciones
2361,catalogar,v,,439:catalogado|368:catalogar|216:catalogados|205:catalogo|199:catalogada|146:catalogadas|113:catalogando|112:cataloga|108:catalogó|80:catalogan|62:catalogarse|41:catalogaron|36:catalogue|29:catalogarlo|27:catalogaba|26:catalogamos|26:catalogué|23:catalogarlos|17:catalogaría|16:catalogarla|16:cataloguen|10:catalogas|8:catalogarlas|7:catalogaban|6:catalogará|6:catalogaré|5:catalogarnos|5:catalogarán|5:catalogándolas|4:cataloguemos
2361,novena,n,,2253:novena|108:novenas
2360,chelín,n,,1802:chelines|558:chelín
2360,detección,n,,2319:detección|41:detecciones
2360,incompetente,adj,,1692:incompetente|668:incompetentes
2359,Jacinto,prop,,2359:jacinto
2359,caudal,n,,1632:caudal|727:caudales
2359,escaparate,n,,1608:escaparate|751:escaparates
2359,georgie,none,NOUSAGE,2359:georgie
2359,vislumbrar,v,,652:vislumbrar|446:vislumbra|166:vislumbró|164:vislumbraba|161:vislumbrado|149:vislumbran|82:vislumbre|74:vislumbrarse|72:vislumbré|70:vislumbro|45:vislumbres|44:vislumbramos|41:vislumbrando|40:vislumbraban|36:vislumbraron|23:vislumbrada|14:vislumbrara|13:vislumbrarlo|10:vislumbren|9:vislumbrarla|8:vislumbrados|7:vislumbradas|7:vislumbras|6:vislumbrará|6:vislumbrase|5:vislumbrarás|5:vislumbraría|4:vislumbraste
2358,indiscutible,adj,,1987:indiscutible|371:indiscutibles
2358,light,adj,,2358:light
2356,cromosoma,n,,1369:cromosomas|987:cromosoma
2356,queens,none,NOUSAGE,2356:queens
2356,rebote,n,,1503:rebote|853:rebotes
2356,unánime,adj,,2120:unánime|236:unánimes
2355,ahuyentar,v,,709:ahuyentar|190:ahuyenta|178:ahuyentó|173:ahuyentado|100:ahuyentando|87:ahuyentarlos|72:ahuyentan|71:ahuyentarlo|54:ahuyenté|52:ahuyentaba|49:ahuyente|42:ahuyentarla|42:ahuyentaste|41:ahuyentará|39:ahuyentas|37:ahuyentaron|37:ahuyento|34:ahuyentamos|28:ahuyentarme|24:ahuyentarte|24:ahuyentaría|23:ahuyentarnos|22:ahuyenten|21:ahuyentados|18:ahuyentara|17:ahuyentarás|17:ahuyentaré|16:ahuyentaban|15:ahuyentarle|13:ahuyentarlas|13:ahuyentes|13:ahuyéntalo|12:ahuyentaremos|10:ahuyentada|8:ahuyentarán|6:ahuyentarías|6:ahuyentase|6:ahuyentemos|6:ahuyéntalos|5:ahuyentadas|5:ahuyentaran|4:ahuyentad|4:ahuyentarles|4:ahuyentarse|4:ahuyentándolos|4:ahuyéntenlos
2355,cayo,n,,2017:cayo|338:cayos
2353,Amazonas,prop,,2353:amazonas
2353,adivino,n,,2084:adivino|269:adivinos
2353,barbaridad,n,,1851:barbaridad|502:barbaridades
2353,involuntario,adj,,1321:involuntario|582:involuntaria|290:involuntarios|160:involuntarias
2353,sonoro,adj,,1542:sonoro|811:sonoros
2352,benson,none,NOUSAGE,2352:benson
2352,montgomery,none,NOUSAGE,2352:montgomery
2351,armónico,adj,,1249:armónica|624:armónico|268:armónicos|210:armónicas
2351,holt,none,NOUSAGE,2351:holt
2351,incomprensible,adj,,1750:incomprensible|601:incomprensibles
2351,mezquita,n,,1974:mezquita|377:mezquitas
2350,coyote,n,,1514:coyote|836:coyotes
2350,exclusión,n,,2113:exclusión|237:exclusiones
2349,superstición,n,,1463:superstición|886:supersticiones
2349,xv,none,NOUSAGE,2349:xv
2346,credencial,n,,1677:credenciales|669:credencial
2346,frederick,none,NOUSAGE,2346:frederick
2344,vs,prep,,2344:vs
2343,desolado,adj,,1161:desolado|785:desolada|244:desolados|153:desoladas
2341,Reich,n,,2308:reich|33:reichs
2341,azteca,adj,,1476:azteca|865:aztecas
2341,bin,none,NOUSAGE,2341:bin
2340,robusto,adj,,1169:robusto|584:robusta|358:robustos|229:robustas
2339,abanico,n,,1981:abanico|358:abanicos
2339,imposición,n,,1962:imposición|377:imposiciones
2338,clientela,n,,2294:clientela|44:clientelas
2338,desviación,n,,1648:desviación|690:desviaciones
2338,halagado,adj,,1308:halagado|941:halagada|67:halagados|22:halagadas
2338,primar,v,,1238:prime|424:primado|199:primar|104:priman|83:primó|58:primando|56:primaba|32:primes|27:primará|25:primaron|21:primara|18:primaban|13:primarán|13:primen|12:primaría|11:primados|4:primaran
2338,temple,n,,2302:temple|36:temples
2337,bajada,n,,1860:bajada|477:bajadas
2336,tachar,v,,439:tachado|433:tachar|181:tachó|121:tachados|110:tache|98:tachan|97:tachada|86:tachando|73:tacharon|73:taché|58:tacharlo|57:tachen|56:tachadas|47:tachaba|36:tacharé|32:tacharme|31:tachaste|30:táchalo|27:tachamos|24:tacharla|20:taches|19:tachaban|16:tacharte|14:táchala|12:tacharse|11:tachará|11:tacharán|10:tacharemos|10:tacharía|10:tachemos|10:tachándolo|7:tachara|7:tacharan|7:tachase|7:táchelo|6:tachándolas|6:tachándonos|6:táchame|5:tachad|5:tacharlos|5:tacharnos|5:tacharían|5:tachándola|5:tachándolos|4:tacharle|4:tachándole
2335,Delia,prop,,2335:delia
2335,antojarse,v,,922:antoja|392:antoje|323:antojaba|226:antojó|109:antojan|79:antojaban|68:antojara|60:antojado|54:antojaron|25:antojen|18:antojase|16:antojarse|14:antojaría|9:antojando|9:antojar|7:antojará|4:antojaran
2335,fijación,n,,2202:fijación|133:fijaciones
2335,sardina,n,,1710:sardinas|625:sardina
2335,superintendente,n,,2283:superintendente|43:superintendentes|9:superintendenta
2335,suspenso,n,,2223:suspenso|112:suspensos
2333,Pamplona,prop,,2333:pamplona
2333,calavera,n,,1678:calavera|655:calaveras
2332,Lucifer,prop,,2332:lucifer
2332,abertura,n,,1770:abertura|562:aberturas
2332,brear,v,,1914:bree|267:breen|122:bread|10:brees|6:brean|5:breo|4:breado|4:brear
2332,ostentar,v,,709:ostenta|336:ostentan|304:ostentaba|297:ostentar|111:ostentando|96:ostentaban|77:ostente|76:ostentado|58:ostentará|58:ostentó|51:ostenten|40:ostento|16:ostentaron|16:ostentas|15:ostentarán|13:ostentarse|11:ostentara|10:ostentaría|9:ostentada|9:ostentamos|9:ostentase|7:ostentarlo|4:ostentadas
2331,bribón,n,,1787:bribón|544:bribones
2331,darren,none,NOUSAGE,2331:darren
2331,fúnebre,adj,,1645:fúnebre|686:fúnebres
2331,insolente,adj,,2057:insolente|274:insolentes
2331,vicioso,adj,,1476:vicioso|445:viciosa|307:viciosos|103:viciosas
2330,comercializar,v,,525:comercializar|348:comercializa|288:comercializan|232:comercializado|176:comercializados|94:comercializada|80:comercializarse|76:comercializadas|69:comercializando|60:comercializarlo|58:comercializará|54:comercializó|43:comercializaba|30:comercialice|26:comercialicen|25:comercializaron|23:comercializaban|23:comercializarla|21:comercializamos|21:comercializarlos|10:comercializarán|10:comercializo|10:comercializándose|9:comercializarlas|8:comercializaremos|6:comercializara|5:comercializas
2329,bocina,n,,1861:bocina|468:bocinas
2329,emanar,v,,710:emana|300:emanaba|281:emanan|186:emanadas|151:emanada|123:emanado|112:emanados|105:emanar|96:emanando|73:emanaban|51:emane|40:emanó|29:emanen|20:emanas|15:emanara|15:emanaron|9:emanará|8:emano|5:emanaran
2329,sutton,none,NOUSAGE,2329:sutton
2328,avena,n,,2313:avena|15:avenas
2328,minucioso,adj,,1068:minucioso|872:minuciosa|255:minuciosos|133:minuciosas
2327,perfilar,v,,624:perfila|334:perfilar|236:perfilan|209:perfilando|194:perfilado|138:perfilaba|110:perfilarse|104:perfilada|78:perfiló|53:perfilados|49:perfilándose|44:perfiladas|40:perfilaban|35:perfilaron|21:perfilamos|16:perfile|15:perfilará|7:perfilen|7:perfilo|5:perfilarlo|4:perfilara|4:perfilarlos
2327,residencial,adj,,1676:residencial|651:residenciales
2326,briggs,none,NOUSAGE,2326:briggs
2326,expulsado,adj,,2107:expulsada|219:expulsadas
2326,menear,v,,427:menea|304:menear|297:meneando|217:menéate|113:meneaba|107:meneó|73:meneas|71:menean|63:menearse|61:menees|58:menéalo|54:meneándose|42:meneado|37:menearlo|37:menee|35:menearte|25:meneándola|23:meneamos|21:meneen|16:meneaban|16:meneártela|14:menéense|13:meneándosela|13:meneé|11:menealo|11:meneándote|10:menearme|10:menéala|10:menéalas|10:menéela|9:menead|9:menearle|9:menearé|8:meneada|8:meneara|8:meneármela|7:menearla|7:meneará|6:menearemos|6:menearlas|6:menearon|6:meneándolo|6:meneándotela|5:meneabas|5:meneadas|5:menearlos|5:meneándome|4:menearnos|4:menearos|4:meneaste
2325,Gales,prop,,2325:gales
2325,Varsovia,prop,,2325:varsovia
2325,gruñido,n,,1639:gruñidos|686:gruñido
2325,incumbir,v,,1863:incumbe|182:incumben|168:incumba|61:incumbía|12:incumbiría|9:incumbir|9:incumbían|6:incumbiera|6:incumbirá|5:incumbido|4:incumban
2325,silbato,n,,2005:silbato|320:silbatos
2324,ablandar,v,,282:ablandando|281:ablandado|268:ablandar|238:ablanda|132:ablandó|124:ablande|86:ablanden|80:ablandan|65:ablandarme|61:ablandarse|57:ablandes|54:ablandará|51:ablandarlo|48:ablando|43:ablandaba|37:ablandarla|32:ablandaría|31:ablandarlos|31:ablandaste|28:ablandada|24:ablandé|22:ablandarte|20:ablandara|20:ablandándose|19:ablandas|17:ablandaron|17:ablandaré|15:ablandaban|14:ablandarnos|13:ablandados|13:ablandarle|11:ablandadas|10:ablandándome|9:ablandamos|9:ablandarlas|9:ablandarán|7:ablandándote|7:ablándalo|6:ablandase|5:ablandaran|5:ablandaras|5:ablandaremos|5:ablandándolo|5:ablándate|4:ablandarían|4:ablándenlo
2324,miriam,none,NOUSAGE,2324:miriam
2323,historieta,n,,1369:historietas|954:historieta
2323,prescripción,n,,1776:prescripción|547:prescripciones
2322,anexo,n,,1921:anexo|401:anexos
2322,competitividad,n,,2322:competitividad
2322,ordenamiento,n,,2136:ordenamiento|186:ordenamientos
2322,trivial,adj,,1656:trivial|666:triviales
2321,cuchilla,n,,1611:cuchilla|710:cuchillas
2321,platicar,v,,771:platicar|299:platicando|255:platica|146:platicamos|94:platicado|92:platicaba|87:platicó|70:platiqué|55:platican|52:platicas|52:platico|36:platique|32:platiquen|29:platicaban|29:platicaron|26:platiquemos|24:platicaremos|23:platicábamos|21:platicarlo|19:platícame|18:platicaste|17:platicarle|13:platiques|12:platicarme|12:platicaré|9:platicara|7:platicarte|5:platicaría|4:platicada|4:platicarles|4:platicará|4:platicarán
2320,magnificar,v,,1069:magnifico|580:magnifica|133:magnifique|109:magnificar|91:magnificas|87:magnificado|52:magnificada|43:magnifican|26:magnificaba|26:magnificando|24:magnificados|22:magnificó|20:magnificadas|11:magnificaban|8:magnificarse|7:magnificaron|4:magnificamos|4:magnificara|4:magnifiquen
2320,olvidado,adj,,1581:olvidada|739:olvidadas
2320,redimir,v,,392:redimir|279:redimirse|258:redimido|249:redimirme|175:redimirte|168:redime|99:redimida|78:redimidos|67:redimirnos|66:redimió|53:redima|44:redimirlo|36:redimen|32:redimirá|31:redimiendo|29:redimirla|27:redimía|24:redimiría|21:redimidas|16:redimiera|14:redimiste|13:redimes|13:redimiré|12:redimirle|11:redimas|11:redimí|10:redimiremos|10:redimirlos|10:redimían|9:rediman|9:redímete|8:redimiéndose|6:redimiese|6:redimiros|6:redimirán|5:redimimos|5:redimirás|5:redimo|5:redímenos|4:redimirlas|4:redimirles
2319,hyde,none,NOUSAGE,2319:hyde
2318,arqueólogo,n,,1230:arqueólogos|942:arqueólogo|146:arqueóloga
2318,citación,n,,1832:citación|486:citaciones
2318,desbordar,v,,670:desborda|333:desbordó|228:desbordan|187:desbordar|170:desbordaba|150:desbordando|120:desbordarse|111:desbordaron|79:desbordaban|48:desborden|36:desbordara|32:desbordará|30:desbordaría|29:desbordándose|23:desbordo|15:desbordaran|9:desbordarán|9:desbordas|9:desbordase|7:desbordé|6:desbordarlo|5:desbordarme|4:desbordarla|4:desbordarle|4:desbordarte
2318,exprimir,v,,588:exprimir|310:exprimido|192:exprime|158:exprimiendo|111:exprimida|89:exprimen|67:exprimirlo|59:exprimió|45:exprima|42:exprimes|40:exprimidos|39:exprimirle|39:exprimí|37:exprimirla|35:exprimo|31:exprimidas|31:exprimirme|30:exprimimos|30:exprimía|26:exprimirlos|26:exprimiré|24:exprimirte|19:exprimirá|17:exprímelo|16:exprimirlas|15:expriman|15:exprimieron|13:exprimamos|13:exprimiremos|13:exprimirse|12:exprimirán|11:exprimirles|10:exprimiera|10:exprimiste|9:exprimirnos|9:exprimiéndome|9:exprímele|8:exprimas|8:exprimiéndolo|8:exprimían|8:exprímelos|7:exprímete|6:exprimiría|6:exprimiéndole|6:exprimiéndose|5:exprimíamos|4:exprimiéndolos|4:exprimiéndonos|4:exprimiéndote|4:exprimís
2317,misionero,n,,1159:misionero|1071:misioneros|41:misionario|30:misionarios|16:misionaria
2315,exhalar,v,,989:exhala|259:exhalar|236:exhale|121:exhalen|113:exhalando|102:exhaló|98:exhalaba|85:exhalan|51:exhales|46:exhalado|34:exhalo|30:exhalas|29:exhalaban|25:exhalamos|17:exhálalo|12:exhalé|10:exhalará|10:exhalaría|9:exhalaron|7:exhalara|7:exhalarlo|7:exhalá|5:exhaladas|5:exhalados|4:exhalad|4:exhalada
2315,sincronizado,adj,,1290:sincronizado|658:sincronizados|255:sincronizada|112:sincronizadas
2314,carroza,n,,1832:carroza|482:carrozas
2314,gruñir,v,,647:gruñendo|586:gruñe|361:gruñir|224:gruñó|118:gruñen|102:gruñía|38:gruñas|38:gruño|36:gruñes|25:gruñí|19:gruñían|14:gruña|14:gruñan|14:gruñiste|12:gruñirán|9:gruñimos|9:gruñirle|9:gruñirme|9:gruñirá|6:gruñera|6:gruñías|5:gruñeron|5:gruñiré|4:gruñirse|4:gruñís
2314,pulir,v,,896:pulir|265:puliendo|168:pule|102:pulirlo|99:pula|58:pulas|48:pulí|48:pulía|47:pulió|45:pulirla|44:pulen|36:pulo|35:pulimos|30:pules|30:pulirse|28:pulan|27:polí|26:puliste|24:puliré|23:pulirte|18:pulirlos|18:pulirá|17:polan|14:pulieron|14:puliremos|12:puliéndolo|11:pulirme|10:pulirlas|10:pulíamos|10:pulían|9:polite|9:puliera|9:pulieran|8:puliéndola|7:puliéndolas|7:puliéndose|6:pulamos|6:pulirnos|6:puliéndolos|5:pulirle|5:pulite|4:pulirán|4:pulirás|4:puliría|4:pulías|4:púlela|4:púlelo
2313,FMI,prop,,2313:fmi
2313,Iberia,prop,,2313:iberia
2312,equilibrar,v,,1132:equilibrar|300:equilibra|96:equilibran|93:equilibrando|90:equilibrarse|86:equilibro|66:equilibre|52:equilibró|51:equilibrarlo|35:equilibren|34:equilibrará|27:equilibraba|25:equilibraría|22:equilibraron|20:equilibrarte|20:equilibras|18:equilibramos|17:equilibrarla|16:equilibrándose|15:equilibrarme|13:equilibrarlas|12:equilibraban|9:equilibrara|7:equilibrarlos|7:equilibrarán|7:equilibraré|7:equilibré|6:equilibrarían|6:equilibremos|5:equilibraran|5:equilibraremos|5:equilibres|4:equilibrarnos|4:equilíbralo
2312,planetario,adj,,1038:planetario|706:planetaria|319:planetarios|249:planetarias
2311,cofre,n,,1988:cofre|323:cofres
2311,extrañamente,adv,,2311:extrañamente
2311,minimizar,v,,1240:minimizar|234:minimiza|121:minimizando|96:minimizado|92:minimizan|88:minimizó|43:minimice|36:minimizada|36:minimizarlo|34:minimicen|31:minimizaron|27:minimizarse|26:minimizados|23:minimices|22:minimizamos|17:minimizaba|17:minimizadas|17:minimizarlos|17:minimizo|11:minimizarla|10:minimizaban|9:minimicemos|9:minimizas|8:minimicé|8:minimizaría|8:minimizaste|7:minimizaremos|7:minimizará|7:minimizándolo|6:minimizarlas|4:minimízalo
2310,caprichoso,adj,,901:caprichosa|837:caprichoso|297:caprichosos|275:caprichosas
2310,caricatura,n,,1455:caricatura|855:caricaturas
2310,colmillo,n,,1627:colmillos|683:colmillo
2310,mercader,n,,1184:mercaderes|1117:mercader|9:mercaderas
2309,muleta,n,,1359:muleta|950:muletas
2308,ascendente,adj,,2011:ascendente|297:ascendentes
2308,idiotez,n,,1327:idiotez|981:idioteces
2307,Belén,prop,,2307:belén
2307,liquidación,n,,2096:liquidación|211:liquidaciones
2305,Tailandia,prop,,2305:tailandia
2305,alcoba,n,,2106:alcoba|199:alcobas
2305,anterioridad,n,,2305:anterioridad
2305,becca,none,NOUSAGE,2305:becca
2305,brother,n,,1528:brothers|777:brother
2305,escotilla,n,,1933:escotilla|372:escotillas
2305,pose,n,,1748:pose|557:poses
2304,tacaño,adj,,1695:tacaño|306:tacaña|279:tacaños|24:tacañas
2303,cuidador,n,,1306:cuidador|479:cuidadores|448:cuidadora|70:cuidadoras
2303,especializar,v,,635:especializa|237:especializo|222:especializan|204:especializó|175:especializarse|97:especializamos|94:especialicé|85:especializaba|79:especializar|72:especializarme|63:especializando|49:especializas|47:especializándose|39:especializaron|39:especializarte|34:especialice|24:especializaste|20:especializaban|17:especialicen|12:especializándome|11:especializarnos|10:especializará|6:especializaré|5:especializarlo|5:especializaros|5:especializarás|5:especializándote|4:especializara|4:especializarán|4:especialízate
2303,faceta,n,,1159:faceta|1144:facetas
2303,pepino,n,,1672:pepino|631:pepinos
2303,untar,v,,496:untar|257:untado|229:unta|135:untada|96:untando|79:untados|79:untó|66:untadas|66:untan|65:untamos|62:untaba|56:unte|52:untarse|51:untas|45:unté|40:untarme|37:untarle|34:untarlo|29:untarla|23:untaron|20:untándose|18:untarte|18:unten|17:untaban|17:untarlas|17:untaste|17:úntalo|16:úntate|15:untarlos|15:untará|15:untaré|14:untes|10:untara|10:úntale|8:untaos|8:úntatelo|7:untarles|7:untándolo|7:úntame|6:untaremos|6:untándole|5:untaría|5:úntalas|4:untalo|4:untaras|4:untarnos|4:untándolos|4:untárselo|4:úntalos|4:úntelo
2302,Estocolmo,prop,,2302:estocolmo
2302,apagón,n,,1805:apagón|497:apagones
2302,meteorológico,adj,,931:meteorológico|508:meteorológicas|400:meteorológica|371:meteorológicos|41:metereológico|24:metereológicas|15:metereológica|12:metereológicos
2302,orador,n,,1487:orador|644:oradores|158:oradora|13:oradoras
2302,óxido,n,,1871:óxido|431:óxidos
2301,stu,none,NOUSAGE,2301:stu
2300,beck,none,NOUSAGE,2300:beck
2300,lavadora,n,,1957:lavadora|343:lavadoras
2300,ty,none,NOUSAGE,2300:ty
2299,Elías,prop,,2299:elías
2299,pulpo,n,,1989:pulpo|310:pulpos
2298,batear,v,,919:batear|536:bateó|280:bateando|104:bateado|47:batearon|46:batee|43:bateaba|32:bateará|30:batean|29:bateé|27:bateaste|26:batees|23:bateada|22:batearé|21:bateadas|13:bateamos|12:batearás|11:batearán|11:bateen|10:batearla|8:bateabas|8:bateara|8:batearemos|7:batearía|6:bateaban|6:batearle|5:batéala|4:batearas|4:batearme
2298,subversivo,adj,,858:subversivos|720:subversivo|478:subversiva|242:subversivas
2297,convergencia,n,,2229:convergencia|68:convergencias
2297,entablar,v,,953:entablar|241:entablado|240:entabló|156:entabla|86:entablada|74:entablaron|73:entablan|65:entablando|41:entablé|40:entablamos|32:entablaba|32:entable|26:entablará|26:entablen|23:entablaban|20:entabladas|20:entablas|19:entablo|17:entablándose|14:entablados|14:entablarse|12:entablarán|10:entablara|10:entables|9:entablaremos|9:entablaré|8:entablaran|8:entablemos|7:entablaría|6:entablarás|6:entablaste
2296,celta,adj,,1838:celta|458:celtas
2295,delantal,n,,2016:delantal|279:delantales
2295,forjar,v,,739:forjar|350:forjó|258:forjando|169:forjaron|141:forjan|97:forjarse|71:forjamos|59:forjé|35:forjaba|31:forjará|29:forjarme|29:forjándose|28:forjo|27:forjaste|25:forje|23:forjarlo|20:forjaremos|19:forjarnos|16:forjarán|15:forjaban|15:forjaré|14:forjara|14:forjaría|13:forjarla|13:forjen|11:forjarte|10:forjemos|6:forjarlos|5:forjaran|5:fórjate|4:forjarían|4:forjes
2293,Hungría,prop,,2293:hungría
2293,lujuria,n,,2261:lujuria|32:lujurias
2293,obstrucción,n,,2121:obstrucción|172:obstrucciones
